edge_id,u,v,edge_length_m,estimated_travel_time,routing_cost,static_cost,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,direction,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,zone_type,static_component,graph_component
5030,2306,2559,26.96,2.99,45.94,26.96,32.5,0.4575,0.415,0.672,0.4902,0.32,0.3268,0.5685,0.6848,0.4485,0.4738,0.1115,0.4142,0.5177,0.3578,0.4268,3.06,0.555,0.078,0.3632,0.4758,0.4015,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5031,2306,2570,22.67,2.33,38.77,22.67,35.0,0.4825,0.3975,0.684,0.4962,0.1312,0.3373,0.5827,0.6642,0.4402,0.4752,0.0938,0.446,0.501,0.3482,0.426,2.62,0.5692,0.1272,0.3355,0.438,0.4252,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5032,2306,2611,27.27,3.02,47.56,27.27,32.5,0.3925,0.335,0.724,0.5248,0.2535,0.6428,0.555,0.6372,0.4285,0.5028,0.1075,0.4338,0.4252,0.3328,0.4528,2.645,0.582,0.0905,0.2988,0.4782,0.4595,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5033,2306,2738,28.51,2.74,49.24,28.51,37.5,0.3175,0.465,0.652,0.4828,0.2605,0.6008,0.591,0.6332,0.4595,0.4688,0.1485,0.4442,0.5177,0.3343,0.4452,3.93,0.5635,0.125,0.3588,0.4462,0.4935,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5034,2307,2601,48.89,7.04,82.58,48.89,25.0,0.52,0.365,0.608,0.4825,0.1745,0.724,0.5935,0.694,0.435,0.476,0.128,0.41,0.505,0.3135,0.4105,5.6,0.5575,0.201,0.3345,0.489,0.48,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,10,0
5035,2307,2888,16.35,2.94,27.04,16.35,20.0,0.405,0.4,0.5965,0.491,0.2915,0.4845,0.628,0.685,0.309,0.5445,0.1865,0.4065,0.463,0.2695,0.3685,8.125,0.5705,0.1705,0.334,0.563,0.362,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,10,0
5036,2308,2573,103.63,9.95,172.0,103.63,37.5,0.385,0.29,0.672,0.5205,0.2905,0.4945,0.563,0.725,0.3465,0.4325,0.098,0.5105,0.4935,0.3445,0.3805,4.985,0.5585,0.1715,0.412,0.4185,0.389,3.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,primary_link,primary_link,none,7.5m,SafeZone,10,0
5037,2308,2887,88.65,8.51,147.97,88.65,37.5,0.31,0.45,0.6155,0.4935,0.2895,0.664,0.5975,0.6975,0.3735,0.484,0.1225,0.4905,0.5375,0.302,0.379,6.01,0.5805,0.123,0.4215,0.459,0.4095,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,primary_link,primary_link,none,7.5m,SafeZone,10,0
5038,2308,2897,163.99,13.89,275.79,163.99,42.5,0.24,0.445,0.65,0.529,0.1825,0.8335,0.6615,0.765,0.2515,0.5075,0.1025,0.5795,0.568,0.2635,0.368,15.155,0.6275,0.23,0.4795,0.52,0.4365,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,primary_link,primary_link,none,7.5m,SafeZone,10,0
5039,2309,2383,31.83,3.82,55.05,31.83,30.0,0.23,0.5075,0.622,0.451,0.208,0.677,0.5628,0.659,0.4135,0.4238,0.1162,0.4047,0.4872,0.3395,0.438,3.455,0.5825,0.1212,0.3348,0.4135,0.4925,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5040,2309,2472,19.4,2.33,33.51,19.4,30.0,0.2,0.5175,0.656,0.4535,0.246,0.7175,0.5572,0.659,0.4065,0.4818,0.0878,0.4002,0.5097,0.368,0.4455,2.275,0.5645,0.1258,0.3678,0.5135,0.4745,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5041,2310,2498,45.63,6.57,76.55,45.63,25.0,0.3,0.29,0.6495,0.486,0.2435,0.429,0.5755,0.7,0.34,0.4865,0.175,0.39,0.4085,0.3115,0.3905,3.775,0.5745,0.1195,0.31,0.5415,0.3945,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5042,2311,2461,33.22,3.99,55.9,33.22,30.0,0.275,0.46,0.7305,0.5415,0.1105,0.4115,0.605,0.624,0.3395,0.4455,0.129,0.4055,0.4915,0.3635,0.408,3.87,0.5495,0.1245,0.3625,0.454,0.415,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Basavanna Temple Street,residential,residential,none,7.5m,SafeZone,10,0
5043,2311,2499,18.1,2.17,30.45,18.1,30.0,0.425,0.37,0.7175,0.498,0.1805,0.4875,0.6015,0.6525,0.3815,0.466,0.1815,0.422,0.495,0.3325,0.4125,1.625,0.5395,0.2035,0.394,0.471,0.4275,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Basavanna Temple Street,residential,residential,none,7.5m,SafeZone,10,0
5044,2312,2335,55.96,6.72,93.43,55.96,30.0,0.2325,0.3975,0.7148,0.4272,0.1892,0.5005,0.6045,0.6922,0.3528,0.488,0.1212,0.3875,0.4428,0.324,0.3995,2.315,0.54,0.1708,0.346,0.4835,0.4475,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5045,2312,2406,35.03,4.2,59.59,35.03,30.0,0.4425,0.4975,0.6652,0.4318,0.2652,0.4885,0.5795,0.6842,0.3188,0.479,0.1478,0.4595,0.4962,0.31,0.387,2.365,0.628,0.1997,0.3925,0.4845,0.4185,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5046,2312,2691,45.21,4.65,76.59,45.21,35.0,0.3225,0.4475,0.6858,0.4272,0.3462,0.2395,0.5495,0.6698,0.3372,0.4785,0.1393,0.439,0.5048,0.3415,0.391,4.915,0.6065,0.1927,0.3755,0.453,0.373,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5047,2313,2314,82.06,9.85,140.42,82.06,30.0,0.4625,0.5125,0.6325,0.4978,0.3578,0.3338,0.5362,0.6715,0.4252,0.5057,0.133,0.4448,0.5475,0.3355,0.4018,3.245,0.619,0.1442,0.3852,0.4895,0.3895,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5048,2313,2724,55.5,6.15,94.39,55.5,32.5,0.5,0.3375,0.6287,0.4995,0.3243,0.3558,0.5335,0.6587,0.4085,0.4708,0.1427,0.4528,0.5082,0.3508,0.4105,4.175,0.5808,0.1818,0.3405,0.4492,0.4082,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5049,2313,2839,56.38,6.77,94.98,56.38,30.0,0.385,0.38,0.665,0.497,0.3135,0.432,0.5425,0.6915,0.393,0.5,0.181,0.41,0.5445,0.322,0.3805,4.2,0.608,0.147,0.351,0.488,0.4215,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5050,2313,2865,53.17,6.38,89.83,53.17,30.0,0.39,0.505,0.6105,0.4765,0.382,0.543,0.53,0.6725,0.431,0.507,0.1395,0.4525,0.5005,0.323,0.391,6.67,0.597,0.148,0.369,0.48,0.466,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5051,2314,2865,114.89,13.79,194.48,114.89,30.0,0.2825,0.6275,0.629,0.4742,0.3408,0.6278,0.5612,0.668,0.3812,0.5337,0.1005,0.4292,0.485,0.3475,0.4028,4.185,0.58,0.1332,0.3742,0.5365,0.4555,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5052,2315,2481,44.78,5.37,77.31,44.78,30.0,0.4275,0.4825,0.6267,0.472,0.3177,0.5768,0.5772,0.6778,0.4092,0.5002,0.1228,0.3988,0.5203,0.3147,0.4248,3.645,0.6032,0.2315,0.3468,0.482,0.4322,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5053,2315,2890,40.29,4.83,70.37,40.29,30.0,0.2725,0.5075,0.6557,0.464,0.1958,0.7677,0.5922,0.6598,0.4602,0.4788,0.1532,0.4188,0.5012,0.3127,0.4372,4.625,0.6187,0.195,0.3193,0.482,0.5142,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5054,2316,2352,42.24,5.07,72.56,42.24,30.0,0.4,0.44,0.616,0.4975,0.2845,0.357,0.5995,0.663,0.3965,0.5115,0.147,0.4075,0.5215,0.319,0.409,4.915,0.618,0.116,0.2815,0.5075,0.419,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,MT Street,residential,residential,none,7.5m,SafeZone,10,0
5055,2316,2899,40.61,4.87,69.22,40.61,30.0,0.415,0.37,0.6025,0.459,0.2835,0.5165,0.572,0.6265,0.3945,0.4605,0.0915,0.4435,0.5155,0.352,0.427,5.35,0.5545,0.159,0.3135,0.4835,0.463,8.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,MT Street,residential,residential,none,7.5m,SafeZone,10,0
5056,2317,2608,26.43,2.93,44.88,26.43,32.5,0.3125,0.59,0.6642,0.5208,0.336,0.6102,0.5913,0.6822,0.3988,0.4482,0.161,0.4402,0.491,0.3722,0.412,5.06,0.5725,0.121,0.3848,0.4308,0.446,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5057,2318,2684,119.84,9.59,199.62,119.84,45.0,0.31,0.345,0.798,0.5515,0.412,0.7005,0.653,0.848,0.2865,0.6685,0.15,0.648,0.596,0.2255,0.3545,4.445,0.6225,0.194,0.5625,0.6795,0.3805,4.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,JC Road,primary,primary,none,7.5m,SafeZone,10,0
5058,2318,2690,87.35,6.99,144.41,87.35,45.0,0.24,0.26,0.768,0.4835,0.2495,0.688,0.643,0.7945,0.2315,0.6705,0.121,0.599,0.5435,0.259,0.341,7.32,0.6245,0.2095,0.568,0.701,0.355,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,JC Road,primary,primary,none,7.5m,SafeZone,10,0
5059,2318,2843,113.14,10.18,190.9,113.14,40.0,0.465,0.29,0.7915,0.5585,0.394,0.673,0.655,0.8455,0.272,0.6765,0.1215,0.675,0.606,0.2655,0.3435,4.655,0.6875,0.1685,0.5125,0.708,0.367,4.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,JC Road,primary,primary,none,7.5m,SafeZone,10,0
5060,2319,2399,35.01,4.2,60.48,35.01,30.0,0.17,0.555,0.7645,0.516,0.2155,0.4865,0.6065,0.7465,0.3185,0.509,0.1205,0.4525,0.503,0.3215,0.4105,5.805,0.634,0.163,0.4165,0.5045,0.3785,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5061,2319,2447,44.05,5.29,74.99,44.05,30.0,0.2675,0.5775,0.7528,0.5655,0.2662,0.397,0.5635,0.7352,0.3492,0.5388,0.1198,0.464,0.5082,0.28,0.3802,4.46,0.6445,0.1052,0.3872,0.5152,0.3562,4.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5062,2320,2378,50.5,6.06,84.48,50.5,30.0,0.175,0.485,0.642,0.492,0.1905,0.6595,0.5085,0.6215,0.3985,0.458,0.0895,0.356,0.5245,0.3575,0.4165,4.555,0.5125,0.172,0.3875,0.4605,0.4595,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5063,2320,2409,63.81,7.66,109.98,63.81,30.0,0.25,0.525,0.6475,0.5195,0.254,0.5875,0.5485,0.623,0.412,0.459,0.0825,0.3805,0.5185,0.3905,0.4365,2.62,0.574,0.266,0.3425,0.4535,0.4645,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5064,2320,2420,34.19,4.1,58.0,34.19,30.0,0.265,0.31,0.698,0.4975,0.359,0.373,0.547,0.639,0.4635,0.4565,0.122,0.4165,0.511,0.33,0.4165,4.175,0.5595,0.162,0.3935,0.5015,0.451,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5065,2321,2596,90.37,10.84,154.85,90.37,30.0,0.4625,0.3625,0.6818,0.4845,0.3402,0.3012,0.5488,0.662,0.4338,0.4648,0.1482,0.4478,0.4892,0.34,0.4165,1.945,0.594,0.1605,0.3518,0.45,0.4002,5.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5066,2321,2701,23.11,2.38,38.06,23.11,35.0,0.2125,0.4225,0.6868,0.4965,0.2188,0.2678,0.5488,0.673,0.3588,0.4613,0.1468,0.3878,0.5137,0.293,0.368,2.75,0.557,0.142,0.2928,0.4545,0.3522,6.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5067,2321,2788,60.45,7.25,102.37,60.45,30.0,0.2375,0.3525,0.6612,0.5315,0.3117,0.5048,0.5902,0.674,0.3992,0.4698,0.1678,0.3922,0.5058,0.2805,0.3975,8.785,0.592,0.2275,0.3542,0.483,0.4302,6.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5068,2323,2327,32.03,3.84,56.41,32.03,30.0,0.28,0.545,0.694,0.528,0.2065,0.725,0.5345,0.6775,0.4355,0.4855,0.1225,0.4055,0.5015,0.3565,0.4585,4.105,0.605,0.261,0.3945,0.5115,0.5335,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5069,2323,2445,50.28,6.03,89.21,50.28,30.0,0.345,0.62,0.639,0.4965,0.255,0.462,0.533,0.667,0.413,0.4765,0.1195,0.4115,0.5115,0.344,0.4635,2.595,0.6215,0.196,0.3905,0.4965,0.464,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5070,2323,2874,69.91,8.39,121.7,69.91,30.0,0.42,0.435,0.6965,0.475,0.1965,0.6615,0.58,0.6575,0.4405,0.4515,0.163,0.439,0.5065,0.342,0.448,4.585,0.5855,0.2235,0.3715,0.469,0.4805,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5071,2323,2885,59.75,7.17,103.77,59.75,30.0,0.385,0.6,0.6675,0.528,0.0095,0.681,0.555,0.675,0.387,0.47,0.1425,0.4305,0.5125,0.327,0.4245,1.645,0.6245,0.248,0.355,0.4885,0.4935,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5072,2324,2560,36.42,4.37,62.41,36.42,30.0,0.365,0.55,0.7055,0.5245,0.1535,0.497,0.593,0.6665,0.3575,0.477,0.1635,0.399,0.5155,0.335,0.4255,6.055,0.5765,0.233,0.3485,0.5095,0.429,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,2nd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
5073,2326,2374,126.62,13.02,216.59,126.62,35.0,0.185,0.435,0.6785,0.544,0.303,0.751,0.614,0.7565,0.339,0.5005,0.1155,0.4365,0.5085,0.2945,0.393,12.06,0.635,0.1445,0.41,0.4705,0.424,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
5074,2326,2563,35.57,4.27,61.31,35.57,30.0,0.175,0.455,0.6165,0.5075,0.257,0.6275,0.5565,0.6955,0.3965,0.462,0.1585,0.3975,0.4715,0.369,0.439,7.68,0.569,0.175,0.3035,0.4155,0.472,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
5075,2326,2577,96.47,9.92,168.03,96.47,35.0,0.195,0.51,0.719,0.54,0.357,0.672,0.615,0.735,0.342,0.539,0.141,0.4895,0.5145,0.275,0.4075,6.935,0.6685,0.218,0.4035,0.479,0.421,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
5076,2326,2582,101.7,10.46,172.24,101.7,35.0,0.22,0.475,0.699,0.5365,0.4605,0.5545,0.6175,0.723,0.3245,0.55,0.1575,0.4605,0.5335,0.2915,0.3815,6.705,0.624,0.1185,0.4105,0.5435,0.3985,4.5,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,3rd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
5077,2327,2885,30.1,3.61,52.24,30.1,30.0,0.375,0.555,0.6825,0.545,0.198,0.665,0.5415,0.7145,0.4275,0.4805,0.134,0.448,0.485,0.3555,0.411,2.72,0.6495,0.213,0.3515,0.476,0.507,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5078,2327,2925,34.09,4.09,59.4,34.09,30.0,0.36,0.4,0.71,0.5405,0.2585,0.773,0.5465,0.678,0.467,0.4655,0.1105,0.447,0.5125,0.319,0.444,4.625,0.597,0.1535,0.357,0.471,0.532,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5079,2328,2828,32.15,4.63,53.51,32.15,25.0,0.27,0.325,0.6145,0.4835,0.1305,0.3005,0.588,0.675,0.393,0.4455,0.1125,0.42,0.4795,0.2905,0.3905,2.905,0.548,0.2295,0.3155,0.447,0.387,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,15,0
5080,2328,2838,83.5,12.02,139.43,83.5,25.0,0.24,0.37,0.579,0.45,0.2055,0.4555,0.5695,0.6665,0.337,0.4995,0.174,0.391,0.4805,0.3075,0.4,4.57,0.5395,0.233,0.3315,0.519,0.401,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,15,0
5081,2328,2884,152.29,15.66,255.38,152.29,35.0,0.145,0.405,0.6595,0.464,0.223,0.5545,0.6785,0.7275,0.2695,0.5985,0.1755,0.4795,0.5195,0.252,0.3655,3.545,0.623,0.213,0.42,0.627,0.4015,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,15,0
5082,2328,2905,68.19,9.82,115.14,68.19,25.0,0.235,0.36,0.596,0.441,0.201,0.2685,0.5565,0.619,0.313,0.474,0.148,0.381,0.4915,0.3005,0.401,1.32,0.575,0.1525,0.34,0.4935,0.3925,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,15,0
5083,2329,2442,26.8,3.22,46.96,26.8,30.0,0.455,0.24,0.6165,0.5315,0.2435,0.5425,0.603,0.6375,0.373,0.4415,0.0925,0.4335,0.455,0.39,0.449,4.27,0.606,0.1535,0.4005,0.439,0.4885,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5084,2331,2470,14.09,1.69,24.26,14.09,30.0,0.4175,0.44,0.6782,0.4905,0.2992,0.338,0.5448,0.683,0.4398,0.4675,0.1278,0.459,0.5508,0.3325,0.4155,1.275,0.6122,0.201,0.2988,0.4578,0.4252,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Huriupete Road,residential,residential,none,7.5m,SafeZone,10,0
5085,2331,2479,22.46,2.7,38.5,22.46,30.0,0.4525,0.3575,0.6712,0.5072,0.3618,0.4132,0.5712,0.6898,0.3892,0.5225,0.1588,0.4683,0.521,0.3123,0.4012,1.34,0.6253,0.1638,0.3275,0.5123,0.4295,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Huriupete Road,residential,residential,none,7.5m,SafeZone,10,0
5086,2332,2455,42.12,5.05,72.7,42.12,30.0,0.37,0.455,0.6445,0.442,0.3785,0.5465,0.619,0.6565,0.466,0.457,0.104,0.3895,0.5275,0.348,0.424,5.125,0.604,0.122,0.3515,0.4935,0.498,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Anjaneya Temple Street,residential,residential,none,7.5m,SafeZone,10,0
5087,2333,2430,22.69,2.72,37.02,22.69,30.0,0.33,0.61,0.7025,0.47,0.275,0.112,0.5675,0.6805,0.3705,0.5,0.153,0.3825,0.615,0.2865,0.357,2.74,0.5485,0.132,0.366,0.547,0.3105,8.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5088,2333,2878,36.67,4.4,60.18,36.67,30.0,0.305,0.43,0.6905,0.4445,0.376,0.392,0.5465,0.634,0.403,0.4885,0.1135,0.415,0.5965,0.3045,0.375,4.01,0.532,0.2095,0.3575,0.4985,0.41,8.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5089,2336,2876,45.37,5.44,80.95,45.37,30.0,0.525,0.51,0.678,0.498,0.1775,0.506,0.526,0.714,0.3915,0.519,0.156,0.4945,0.4915,0.3455,0.459,4.095,0.6505,0.2465,0.3775,0.555,0.472,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Sunklapet Main Road,residential,residential,none,7.5m,SafeZone,10,0
5090,2337,2366,13.69,1.64,23.46,13.69,30.0,0.2825,0.3525,0.6705,0.4718,0.345,0.4633,0.5508,0.6695,0.405,0.4958,0.1222,0.4205,0.4852,0.3328,0.4195,1.24,0.5878,0.225,0.343,0.505,0.4388,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5091,2337,2917,27.83,3.34,45.94,27.83,30.0,0.23,0.355,0.7305,0.5075,0.2775,0.6575,0.564,0.6575,0.326,0.489,0.115,0.415,0.5155,0.334,0.384,2.505,0.534,0.22,0.3585,0.51,0.4475,8.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5092,2338,2369,35.57,5.12,60.73,35.57,25.0,0.44,0.435,0.618,0.457,0.3385,0.622,0.566,0.703,0.382,0.4335,0.1125,0.4205,0.4225,0.3015,0.4145,2.01,0.586,0.155,0.343,0.43,0.4215,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,10,0
5093,2339,2350,35.58,4.27,60.14,35.58,30.0,0.31,0.49,0.6795,0.5265,0.056,0.5355,0.535,0.641,0.3905,0.485,0.1565,0.4225,0.527,0.3015,0.406,5.285,0.5685,0.1725,0.3015,0.4905,0.404,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5094,2339,2437,81.72,9.81,142.13,81.72,30.0,0.46,0.555,0.653,0.5325,0.1405,0.4025,0.561,0.648,0.4045,0.443,0.155,0.454,0.552,0.3325,0.4095,3.765,0.6595,0.136,0.3225,0.433,0.4375,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5095,2340,2348,21.19,2.35,36.08,21.19,32.5,0.3075,0.445,0.6848,0.4785,0.265,0.309,0.559,0.6587,0.363,0.4932,0.1278,0.386,0.5415,0.3508,0.419,1.91,0.5672,0.262,0.3282,0.5365,0.3842,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5096,2340,2882,52.59,5.82,88.72,52.59,32.5,0.4125,0.47,0.6578,0.507,0.224,0.533,0.5905,0.6518,0.3465,0.4623,0.1422,0.4335,0.55,0.3458,0.3975,1.805,0.5792,0.239,0.3538,0.492,0.4252,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5097,2341,2441,36.41,4.37,63.01,36.41,30.0,0.36,0.4725,0.7048,0.5355,0.2058,0.7238,0.63,0.7,0.344,0.5562,0.1382,0.4342,0.5122,0.2995,0.4182,3.57,0.625,0.1278,0.3848,0.515,0.4475,5.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5098,2341,2594,50.36,6.04,87.39,50.36,30.0,0.52,0.4225,0.7198,0.5055,0.2078,0.5182,0.6045,0.69,0.3075,0.5572,0.1407,0.4822,0.4902,0.3045,0.4042,3.495,0.6625,0.2272,0.3882,0.545,0.4125,4.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
5099,2342,2798,23.75,2.85,41.44,23.75,30.0,0.195,0.49,0.804,0.537,0.2555,0.5165,0.654,0.8255,0.2715,0.6485,0.0995,0.448,0.585,0.241,0.3875,2.175,0.715,0.232,0.4285,0.644,0.3855,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,1st Cross Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
5100,2342,2868,60.13,7.22,105.28,60.13,30.0,0.4,0.565,0.724,0.5255,0.099,0.432,0.569,0.766,0.3255,0.562,0.127,0.462,0.5655,0.2995,0.411,7.405,0.6795,0.1695,0.4055,0.57,0.3885,6.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,1st Cross Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
5101,2343,2908,43.36,6.24,71.86,43.36,25.0,0.165,0.53,0.6835,0.508,0.0425,0.3075,0.6445,0.7355,0.286,0.5305,0.114,0.365,0.538,0.28,0.374,4.565,0.566,0.248,0.4155,0.5795,0.3595,7.0,CENTRAL BANGALORE,Bi-directional,SP Road,SP Road,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,10,0
